sep =,


--------- 2 pairs --------

 Load area 70 x 70 x 70, weight capacity 400
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
2,1,1318228.2610334, 0.44268703460693, 11,"0 2 1 4 3 0","",25, 1318228.2610334,0.13126182556152,1,"0 2 1 4 3 0","","[[423104,387311,32,21,7,76],[100399,199347,28,49,39,50],[490502,279667],[481934,377057]]","4\1 423104 387311 32 21 7 76\2 100399 199347 28 49 39 50\3 490502 279667\4 481934 377057\depot 200 200"
,,,,,,,50, 1318228.2610334,0.11719393730164,1,"0 2 1 4 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1318228.2610334,0.12882900238037,6,"0 2 1 4 3 0","",,,,,,,,,,,,,,,,,
2,2,1344546.0321976, 0.3725209236145, 12,"0 2 4 1 3 0","",25, 1772242.5476146,0.16015410423279,1,"0 1 3 2 4 0","","[[69175,306318,31,25,26,16],[444916,443727,23,16,36,67],[6497,74550],[363196,429600]]","4\1 69175 306318 31 25 26 16\2 444916 443727 23 16 36 67\3 6497 74550\4 363196 429600\depot 200 200"
,,,,,,,50, 1772242.5476146,0.12135481834412,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1344546.0321976,0.26783204078674,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,3,1547621.0425544, 0.33156895637512, 13,"0 2 1 4 3 0","",25, 1629954.5895717,0.15558099746704,1,"0 2 4 1 3 0","","[[461861,55316,27,11,33,34],[111880,414400,16,28,34,32],[14924,156132],[227356,84098]]","4\1 461861 55316 27 11 33 34\2 111880 414400 16 28 34 32\3 14924 156132\4 227356 84098\depot 200 200"
,,,,,,,50, 1629954.5895717,0.12028002738953,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1629954.5895717,0.17680692672729,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,4,1505585.4262503, 0.25043797492981, 13,"0 2 4 1 3 0","",25, 1505585.4262503,0.12612986564636,1,"0 2 4 1 3 0","","[[462449,431558,17,30,16,43],[162417,151335,36,20,19,69],[391492,186656],[89789,353352]]","4\1 462449 431558 17 30 16 43\2 162417 151335 36 20 19 69\3 391492 186656\4 89789 353352\depot 200 200"
,,,,,,,50, 1505585.4262503,0.12875390052795,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1505585.4262503,0.12270903587341,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,

 Load area 70 x 70 x 70, weight capacity 500
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
2,1,1102682.1149129, 0.31000995635986, 13,"0 2 1 4 3 0","",25, 1129816.1902119,0.16082501411438,1,"0 2 4 1 3 0","","[[241972,330650,25,10,34,26],[335155,31707,40,50,14,75],[165485,109362],[212044,127934]]","4\1 241972 330650 25 10 34 26\2 335155 31707 40 50 14 75\3 165485 109362\4 212044 127934\depot 200 200"
,,,,,,,50, 1129816.1902119,0.1513500213623,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1129816.1902119,0.16114401817322,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,2,675220.22303075, 0.2047221660614, 13,"0 2 1 3 4 0","",25, 675220.22303075,0.16113901138306,1,"0 2 1 3 4 0","","[[40919,61394,17,12,16,99],[56029,9352,19,14,34,58],[66143,259329],[70826,308114]]","4\1 40919 61394 17 12 16 99\2 56029 9352 19 14 34 58\3 66143 259329\4 70826 308114\depot 200 200"
,,,,,,,50, 675220.22303075,0.16084599494934,1,"0 2 1 3 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 675220.22303075,0.1289598941803,6,"0 2 1 3 4 0","",,,,,,,,,,,,,,,,,
2,3,1133871.9917191, 0.26018381118774, 13,"0 1 2 4 3 0","",25, 1133871.9917191,0.11616206169128,1,"0 1 2 4 3 0","","[[89978,336711,29,25,30,88],[293594,327498,43,34,7,54],[284961,167487],[366796,325879]]","4\1 89978 336711 29 25 30 88\2 293594 327498 43 34 7 54\3 284961 167487\4 366796 325879\depot 200 200"
,,,,,,,50, 1133871.9917191,0.12782096862793,1,"0 1 2 4 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1133871.9917191,0.16277599334717,5,"0 1 2 4 3 0","",,,,,,,,,,,,,,,,,
2,4,902920.83477339, 0.29370594024658, 13,"0 2 1 3 4 0","",25, 980281.50183052,0.1238968372345,1,"0 2 4 1 3 0","","[[228880,213420,28,42,29,44],[93891,48443,35,25,25,55],[22759,336742],[40345,112737]]","4\1 228880 213420 28 42 29 44\2 93891 48443 35 25 25 55\3 22759 336742\4 40345 112737\depot 200 200"
,,,,,,,50, 980281.50183052,0.11931705474854,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 980281.50183052,0.15938401222229,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,5,1345870.4132542, 0.30217504501343, 13,"0 1 2 4 3 0","",25, 1464710.550211,0.12084984779358,1,"0 1 2 3 4 0","","[[173453,269214,15,13,19,68],[215426,406614,17,34,37,75],[338355,12271],[454655,67235]]","4\1 173453 269214 15 13 19 68\2 215426 406614 17 34 37 75\3 338355 12271\4 454655 67235\depot 200 200"
,,,,,,,50, 1464710.550211,0.16267418861389,1,"0 1 2 3 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1345870.4132542,0.22077298164368,6,"0 1 2 4 3 0","",,,,,,,,,,,,,,,,,
2,6,1476565.0413336, 0.26132392883301, 13,"0 2 1 4 3 0","",25, 1717179.6658855,0.13924884796143,1,"0 1 3 2 4 0","","[[225691,185228,36,7,5,52],[496593,137916,50,25,15,94],[99251,410491],[144589,272704]]","4\1 225691 185228 36 7 5 52\2 496593 137916 50 25 15 94\3 99251 410491\4 144589 272704\depot 200 200"
,,,,,,,50, 1717179.6658855,0.11274003982544,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1476565.0413336,0.27700996398926,5,"0 2 1 4 3 0","",,,,,,,,,,,,,,,,,
2,7,1252238.6332151, 0.36802101135254, 13,"0 1 2 4 3 0","",25, 1490830.7827737,0.1189169883728,1,"0 1 3 2 4 0","","[[179705,19213,35,49,33,27],[419556,31245,46,44,35,25],[77302,114676],[452515,302992]]","4\1 179705 19213 35 49 33 27\2 419556 31245 46 44 35 25\3 77302 114676\4 452515 302992\depot 200 200"
,,,,,,,50, 1490830.7827737,0.12977290153503,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1365904.5222134,0.28071403503418,5,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,8,1174892.9320617, 0.35117697715759, 13,"0 2 4 1 3 0","",25, 1398807.6476061,0.16099405288696,1,"0 1 3 2 4 0","","[[299903,104288,26,24,17,52],[409646,359045,50,24,13,79],[190282,35486],[382198,369986]]","4\1 299903 104288 26 24 17 52\2 409646 359045 50 24 13 79\3 190282 35486\4 382198 369986\depot 200 200"
,,,,,,,50, 1398807.6476061,0.11426997184753,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1174892.9320617,0.27979493141174,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,9,1155162.8019996, 0.2057409286499, 11,"0 1 3 2 4 0","",25, 1155162.8019996,0.1191840171814,1,"0 1 3 2 4 0","","[[54698,42829,14,27,10,41],[273372,465811,15,9,17,13],[48069,303605],[247808,347971]]","4\1 54698 42829 14 27 10 41\2 273372 465811 15 9 17 13\3 48069 303605\4 247808 347971\depot 200 200"
,,,,,,,50, 1155162.8019996,0.1579430103302,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1155162.8019996,0.12284207344055,4,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
2,10,1674700.8131041, 0.37895107269287, 13,"0 2 1 4 3 0","",25, 1677624.7531244,0.12762498855591,1,"0 2 4 1 3 0","","[[407893,498950,39,26,27,95],[116888,256929,21,50,15,3],[43270,248621],[369405,97967]]","4\1 407893 498950 39 26 27 95\2 116888 256929 21 50 15 3\3 43270 248621\4 369405 97967\depot 200 200"
,,,,,,,50, 1677624.7531244,0.11333298683167,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1677624.7531244,0.15761399269104,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,


--------- 2 pairs --------

 Load area 70 x 70 x 70, weight capacity 500
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
2,1,1251694.4670089, 0.98039579391479, 13,"0 1 3 2 4 0","",25, 1251694.4670089,0.30399298667908,1,"0 1 3 2 4 0","","[[77930,14947,4,27,22,82],[256413,273621,29,9,37,10],[264928,161770],[493540,48525]]","4\1 77930 14947 4 27 22 82\2 256413 273621 29 9 37 10\3 264928 161770\4 493540 48525\depot 200 200"
,,,,,,,50, 1251694.4670089,0.27174806594849,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1251694.4670089,0.19963097572327,5,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
2,2,1632709.1653487, 0.69988512992859, 13,"0 1 3 2 4 0","",25, 0,0.21755599975586,1,"","","[[461847,106679,49,4,11,72],[366531,371547,25,36,40,21],[199576,450244],[172382,277506]]","4\1 461847 106679 49 4 11 72\2 366531 371547 25 36 40 21\3 199576 450244\4 172382 277506\depot 200 200"
,,,,,,,50, 0,0.18300104141235,1,"","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1632709.1653487,0.5374391078949,5,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
2,3,1571058.4760802, 0.87675809860229, 13,"0 1 3 2 4 0","",25, 1942597.3689305,0.1852719783783,1,"0 2 4 1 3 0","","[[465190,154613,48,25,26,45],[35001,471230,30,33,9,6],[341774,426228],[31839,303621]]","4\1 465190 154613 48 25 26 45\2 35001 471230 30 33 9 6\3 341774 426228\4 31839 303621\depot 200 200"
,,,,,,,50, 1942597.3689305,0.32471990585327,1,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1942597.3689305,0.26704597473145,4,"0 2 4 1 3 0","",,,,,,,,,,,,,,,,,
2,4,1371847.2213994, 0.3855311870575, 11,"0 1 2 4 3 0","",25, 1385788.4067761,0.19356203079224,1,"0 1 3 2 4 0","","[[32907,45465,23,8,32,71],[314715,453002,21,9,16,100],[379100,32557],[281646,344290]]","4\1 32907 45465 23 8 32 71\2 314715 453002 21 9 16 100\3 379100 32557\4 281646 344290\depot 200 200"
,,,,,,,50, 1385788.4067761,0.30770087242126,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1385788.4067761,0.25674605369568,4,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,

 Load area 80 x 80 x 80, weight capacity 100
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
2,1,1195814.6921371, 0.53555703163147, 13,"0 1 3 2 4 0","",25, 1195814.6921371,0.23152089118958,1,"0 1 3 2 4 0","","[[187170,307400,40,8,42,73],[409198,307954,20,18,23,69],[268114,323107],[466068,301020]]","4\1 187170 307400 40 8 42 73\2 409198 307954 20 18 23 69\3 268114 323107\4 466068 301020\depot 200 200"
,,,,,,,50, 1195814.6921371,0.29426598548889,1,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,
,,,,,,,100, 1195814.6921371,0.14062786102295,2,"0 1 3 2 4 0","",,,,,,,,,,,,,,,,,


--------- 4 pairs --------

 Load area 70 x 70 x 70, weight capacity 500
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
4,1,2063636.5184852, 612.09014606476, 2119,"0 2 1 5 6 3 4 7 8 0","",40, 2084564.3523511,0.35602688789368,11,"0 2 1 6 5 3 4 8 7 0","","[[457277,347329,6,18,33,56],[468670,27602,21,50,13,22],[355320,371319,44,31,20,38],[224534,445812,13,20,41,4],[322586,365112],[324057,370836],[317589,130034],[2248,274865]]","8\1 457277 347329 6 18 33 56\2 468670 27602 21 50 13 22\3 355320 371319 44 31 20 38\4 224534 445812 13 20 41 4\5 322586 365112\6 324057 370836\7 317589 130034\8 2248 274865\depot 200 200"
,,,,,,,60, 2084564.3523511,0.63552904129028,40,"0 2 1 6 5 3 4 8 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 2071987.8016732,3.8867900371552,312,"0 2 1 5 6 4 3 7 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,1794590.8224375, 463.61344099045, 1164,"0 2 6 3 1 7 4 8 5 0","",40, 1794590.8224375,1.1911308765411,6,"0 2 6 3 1 7 4 8 5 0","","[[477362,467942,40,35,32,85],[186328,5149,42,43,11,14],[447365,475734,37,25,22,28],[207829,185262,33,21,33,100],[176187,1715],[375869,493775],[131749,378116],[268639,109110]]","8\1 477362 467942 40 35 32 85\2 186328 5149 42 43 11 14\3 447365 475734 37 25 22 28\4 207829 185262 33 21 33 100\5 176187 1715\6 375869 493775\7 131749 378116\8 268639 109110\depot 200 200"
,,,,,,,60, 1794590.8224375,2.0543260574341,33,"0 2 6 3 1 7 4 8 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1794590.8224375,4.3141610622406,271,"0 2 6 3 1 7 4 8 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,1336052.3799728, 250.92967581749, 975,"0 2 3 7 6 4 1 8 5 0","",40, 1338597.2742711,1.4756851196289,9,"0 2 3 7 6 4 8 1 5 0","","[[346058,380778,25,46,6,11],[48597,47278,48,7,4,7],[431405,132322,27,29,50,13],[410359,183338,26,42,32,15],[89733,64239],[428455,221481],[442355,197094],[330591,288412]]","8\1 346058 380778 25 46 6 11\2 48597 47278 48 7 4 7\3 431405 132322 27 29 50 13\4 410359 183338 26 42 32 15\5 89733 64239\6 428455 221481\7 442355 197094\8 330591 288412\depot 200 200"
,,,,,,,60, 1338597.2742711,2.8977510929108,24,"0 2 3 7 6 4 8 1 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1338597.2742711,7.7660920619965,223,"0 2 3 7 6 4 8 1 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1337577.1098084, 331.37668204308, 1089,"0 1 2 6 4 8 3 5 7 0","",40, 1341128.2043411,0.42430686950684,6,"0 2 1 6 4 8 3 5 7 0","","[[77872,98427,19,47,45,26],[86736,82801,18,43,45,48],[207345,299967,3,31,27,22],[391573,5881,3,43,8,85],[144182,369017],[302218,86536],[66110,132808],[374948,143982]]","8\1 77872 98427 19 47 45 26\2 86736 82801 18 43 45 48\3 207345 299967 3 31 27 22\4 391573 5881 3 43 8 85\5 144182 369017\6 302218 86536\7 66110 132808\8 374948 143982\depot 200 200"
,,,,,,,60, 1341128.2043411,0.52869915962219,24,"0 2 1 6 4 8 3 5 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1341128.2043411,1.773873090744,184,"0 2 1 6 4 8 3 5 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

 Load area 80 x 80 x 80, weight capacity 100
pair count,test#,cost,time,total_branchings,path,errors,precise,cost,time,total_generated_paths,path,errors,data,pdp_points.txt
4,1,1911437.0420012, 4464.8780059814, 3287,"0 3 1 4 8 2 6 5 7 0","",40, 2271909.3083059,0.44925713539124,2,"0 3 7 1 5 2 6 4 8 0","","[[231234,206807,33,23,42,48],[366624,423389,17,10,32,90],[226966,183550,25,5,42,71],[480233,77543,28,10,35,27],[289810,460497],[463009,355920],[93304,337956],[499901,324538]]","8\1 231234 206807 33 23 42 48\2 366624 423389 17 10 32 90\3 226966 183550 25 5 42 71\4 480233 77543 28 10 35 27\5 289810 460497\6 463009 355920\7 93304 337956\8 499901 324538\depot 200 200"
,,,,,,,60, 2271909.3083059,0.38960719108582,4,"0 3 7 1 5 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 2271909.3083059,0.89872193336487,42,"0 3 7 1 5 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,1746739.7022714, 42.792903900146, 423,"0 1 2 6 4 5 8 3 7 0","",40, 1754576.0007701,0.41054010391235,3,"0 1 2 6 5 4 8 3 7 0","","[[44763,183341,40,38,7,7],[55414,298714,12,27,17,75],[429884,112032,41,49,25,84],[93963,496672,50,26,15,43],[212739,336154],[150056,306043],[174110,149957],[130580,218872]]","8\1 44763 183341 40 38 7 7\2 55414 298714 12 27 17 75\3 429884 112032 41 49 25 84\4 93963 496672 50 26 15 43\5 212739 336154\6 150056 306043\7 174110 149957\8 130580 218872\depot 200 200"
,,,,,,,60, 1746739.7022714,0.70665192604065,7,"0 1 2 6 4 5 8 3 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1746739.7022714,1.3850581645966,76,"0 1 2 6 4 5 8 3 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,1782546.1344465, 8.9300799369812, 166,"0 2 6 1 4 8 5 3 7 0","",40, 1784439.4237856,0.39928102493286,2,"0 2 6 1 4 8 3 5 7 0","","[[333297,238942,17,23,30,21],[85526,115911,36,9,27,84],[48812,348162,41,20,9,63],[309863,436021,8,33,28,70],[19161,380213],[463930,193270],[30169,94510],[412141,363466]]","8\1 333297 238942 17 23 30 21\2 85526 115911 36 9 27 84\3 48812 348162 41 20 9 63\4 309863 436021 8 33 28 70\5 19161 380213\6 463930 193270\7 30169 94510\8 412141 363466\depot 200 200"
,,,,,,,60, 1784439.4237856,0.40624809265137,5,"0 2 6 1 4 8 3 5 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1782546.1344465,1.080041885376,62,"0 2 6 1 4 8 5 3 7 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1285556.4540274, 16.093350172043, 197,"0 3 7 1 5 2 6 4 8 0","",40, 1285556.4540274,0.77050614356995,2,"0 3 7 1 5 2 6 4 8 0","","[[333451,263037,36,46,34,54],[163289,321987,34,11,12,57],[256310,3458,47,32,32,33],[124026,141516,48,16,22,91],[234395,263334],[239886,264564],[357843,152027],[128029,191294]]","8\1 333451 263037 36 46 34 54\2 163289 321987 34 11 12 57\3 256310 3458 47 32 32 33\4 124026 141516 48 16 22 91\5 234395 263334\6 239886 264564\7 357843 152027\8 128029 191294\depot 200 200"
,,,,,,,60, 1285556.4540274,0.84707713127136,6,"0 3 7 1 5 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1285556.4540274,1.9438099861145,32,"0 3 7 1 5 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,1771105.5036245, 145.8143389225, 762,"0 4 3 7 1 8 5 2 6 0","",40, 1771105.5036245,0.67256188392639,3,"0 4 3 7 1 8 5 2 6 0","","[[415063,278307,28,42,49,22],[406394,186692,21,21,11,87],[314364,442670,26,49,23,26],[152246,314572,28,7,16,9],[214983,101072],[231588,72825],[253099,359617],[264119,168161]]","8\1 415063 278307 28 42 49 22\2 406394 186692 21 21 11 87\3 314364 442670 26 49 23 26\4 152246 314572 28 7 16 9\5 214983 101072\6 231588 72825\7 253099 359617\8 264119 168161\depot 200 200"
,,,,,,,60, 1771105.5036245,0.72782707214355,12,"0 4 3 7 1 8 5 2 6 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1771105.5036245,1.5269978046417,100,"0 4 3 7 1 8 5 2 6 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,1773146.1552109, 44.888805866241, 405,"0 1 3 5 4 8 7 2 6 0","",40, 1947844.3250507,0.43957090377808,3,"0 1 3 5 7 2 6 4 8 0","","[[137923,2790,26,36,12,69],[338723,214856,5,27,23,45],[189477,35695,22,5,11,13],[291165,146771,12,36,40,78],[253424,345382],[186664,6522],[204999,450782],[174683,342922]]","8\1 137923 2790 26 36 12 69\2 338723 214856 5 27 23 45\3 189477 35695 22 5 11 13\4 291165 146771 12 36 40 78\5 253424 345382\6 186664 6522\7 204999 450782\8 174683 342922\depot 200 200"
,,,,,,,60, 1947844.3250507,0.45897889137268,6,"0 1 3 5 7 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1813177.6685369,1.6705169677734,85,"0 1 3 7 5 4 8 2 6 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,1529772.1033538, 8.8433940410614, 157,"0 2 4 1 5 8 6 3 7 0","",40, 1928060.5358077,0.48683595657349,2,"0 2 6 3 7 1 4 5 8 0","","[[453571,427251,3,16,42,35],[73175,56081,43,16,18,48],[390141,135275,27,21,43,93],[451053,481338,32,44,41,14],[410229,281840],[450015,115227],[232622,124697],[458149,186192]]","8\1 453571 427251 3 16 42 35\2 73175 56081 43 16 18 48\3 390141 135275 27 21 43 93\4 451053 481338 32 44 41 14\5 410229 281840\6 450015 115227\7 232622 124697\8 458149 186192\depot 200 200"
,,,,,,,60, 1928060.5358077,0.58704900741577,8,"0 2 6 3 7 1 4 5 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1919734.6678442,1.6324059963226,72,"0 2 6 3 7 4 1 5 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,1887079.7437394, 3.9510838985443, 95,"0 4 8 2 6 3 7 1 5 0","",40, 1887686.1369812,1.1048018932343,2,"0 2 6 3 7 4 8 1 5 0","","[[51947,453102,46,37,23,77],[194240,367262,5,47,37,29],[169827,383778,35,26,10,77],[233646,111567,33,19,45,82],[110662,5074],[207908,343283],[129771,166056],[29475,181717]]","8\1 51947 453102 46 37 23 77\2 194240 367262 5 47 37 29\3 169827 383778 35 26 10 77\4 233646 111567 33 19 45 82\5 110662 5074\6 207908 343283\7 129771 166056\8 29475 181717\depot 200 200"
,,,,,,,60, 1887079.7437394,1.3427450656891,4,"0 4 8 2 6 3 7 1 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 1887079.7437394,1.3899350166321,12,"0 4 8 2 6 3 7 1 5 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,2462521.5124591, 5.8676519393921, 105,"0 1 5 4 8 2 6 3 7 0","",40, 2510490.5957475,0.43233418464661,2,"0 1 5 3 7 2 6 4 8 0","","[[119158,73986,20,12,32,98],[273197,163802,46,11,48,58],[294197,192628,5,30,21,60],[327259,492687,47,14,42,72],[387392,293275],[487213,17162],[459330,16687],[198879,78487]]","8\1 119158 73986 20 12 32 98\2 273197 163802 46 11 48 58\3 294197 192628 5 30 21 60\4 327259 492687 47 14 42 72\5 387392 293275\6 487213 17162\7 459330 16687\8 198879 78487\depot 200 200"
,,,,,,,60, 2510490.5957475,0.50421380996704,4,"0 1 5 3 7 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,80, 2510490.5957475,0.61946392059326,12,"0 1 5 3 7 2 6 4 8 0","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
